CustomerID,Age,Monthly_Spending,Visits_Per_Month,Satisfaction_Score
58.342592592592595,52.0,601.6881719091966,6.0,2.0
93.0,52.0,520.9799614389766,7.62962962962963,3.0
94.0,38.55555555555556,353.9774129168913,12.0,1.0
95.0,22.0,625.9216870785039,5.0,4.0
96.0,59.0,659.0126793817042,1.0,2.0
58.342592592592595,56.0,588.1401277856055,8.0,5.0
98.0,58.0,385.4603285646296,5.0,2.0
99.0,45.0,409.8584690403286,12.0,5.0
100.0,24.0,364.3486336255364,12.0,3.0
101.0,26.0,592.3972831916952,12.0,5.0
102.0,25.0,652.2067426884682,5.0,4.0
58.342592592592595,29.0,514.164467015607,7.0,1.0
104.0,51.0,612.8642701954411,7.62962962962963,5.0
105.0,50.0,395.88306920247504,6.0,5.0
106.0,38.55555555555556,514.164467015607,13.0,1.0
107.0,41.0,335.6154731940444,4.0,4.0
108.0,54.0,514.164467015607,14.0,2.0
109.0,52.0,605.4408257829075,3.0,5.0
58.342592592592595,57.0,471.24865901674286,7.0,1.0
111.0,39.0,645.125836482396,8.0,3.0
58.342592592592595,44.0,564.5552004430394,4.0,1.0
113.0,52.0,828.130659087409,13.0,3.0925925925925926
58.342592592592595,18.0,511.2518516182336,2.0,3.0925925925925926
115.0,52.0,331.23136793821413,12.0,2.0
58.342592592592595,54.0,495.856441268623,10.0,1.0
117.0,31.0,384.4381248720648,14.0,5.0
118.0,38.55555555555556,617.2616000975688,3.0,4.0
119.0,18.0,505.0376077364028,1.0,1.0
120.0,22.0,483.5273819482621,8.0,5.0
